src_ip,src_port,@timestamp,timestamp,hour,day_of_week,date
192.168.1.88,52672.0,2025-07-30 11:55:26.719000+00:00,2025-07-30T11:55:25.060Z,11,2,2025-07-30
192.168.1.88,52680.0,2025-07-30 11:55:26.719000+00:00,2025-07-30T11:55:25.058Z,11,2,2025-07-30
192.168.1.12,53472.0,2025-07-30 11:55:26.719000+00:00,2025-07-30T11:55:25.058Z,11,2,2025-07-30
192.168.1.88,47382.0,2025-07-30 11:55:11.706000+00:00,2025-07-30T11:55:10.064Z,11,2,2025-07-30
192.168.1.88,47382.0,2025-07-30 11:55:11.706000+00:00,2025-07-30T11:55:10.064Z,11,2,2025-07-30
192.168.1.88,47368.0,2025-07-30 11:55:11.706000+00:00,2025-07-30T11:55:10.063Z,11,2,2025-07-30
192.168.1.67,58508.0,2025-07-30 11:55:11.706000+00:00,2025-07-30T11:55:10.063Z,11,2,2025-07-30
192.168.1.67,58505.0,2025-07-30 11:55:11.706000+00:00,2025-07-30T11:55:10.063Z,11,2,2025-07-30
192.168.1.88,47366.0,2025-07-30 11:55:11.706000+00:00,2025-07-30T11:55:10.054Z,11,2,2025-07-30
192.168.1.88,47360.0,2025-07-30 11:55:11.706000+00:00,2025-07-30T11:55:10.054Z,11,2,2025-07-30
192.168.1.88,47348.0,2025-07-30 11:55:11.706000+00:00,2025-07-30T11:55:10.053Z,11,2,2025-07-30
192.168.1.88,40580.0,2025-07-30 11:55:01.702000+00:00,2025-07-30T11:55:00.059Z,11,2,2025-07-30
192.168.1.88,40570.0,2025-07-30 11:55:01.702000+00:00,2025-07-30T11:55:00.058Z,11,2,2025-07-30
192.168.1.67,58509.0,2025-07-30 11:55:01.702000+00:00,2025-07-30T11:55:00.058Z,11,2,2025-07-30
192.168.1.88,40580.0,2025-07-30 11:55:01.702000+00:00,2025-07-30T11:55:00.053Z,11,2,2025-07-30
192.168.1.67,58505.0,2025-07-30 11:55:01.702000+00:00,2025-07-30T11:55:00.052Z,11,2,2025-07-30
192.168.1.94,60459.0,2025-07-30 11:55:01.702000+00:00,2025-07-30T11:55:00.052Z,11,2,2025-07-30
192.168.1.88,40546.0,2025-07-30 11:55:01.702000+00:00,2025-07-30T11:55:00.042Z,11,2,2025-07-30
192.168.1.88,40564.0,2025-07-30 11:55:01.702000+00:00,2025-07-30T11:55:00.040Z,11,2,2025-07-30
192.168.1.88,40560.0,2025-07-30 11:55:01.702000+00:00,2025-07-30T11:55:00.038Z,11,2,2025-07-30
192.168.1.67,58507.0,2025-07-30 11:54:56.728000+00:00,2025-07-30T11:54:55.064Z,11,2,2025-07-30
192.168.1.88,40540.0,2025-07-30 11:54:56.728000+00:00,2025-07-30T11:54:55.061Z,11,2,2025-07-30
192.168.1.67,58504.0,2025-07-30 11:54:56.728000+00:00,2025-07-30T11:54:55.061Z,11,2,2025-07-30
192.168.1.12,37606.0,2025-07-30 11:54:56.728000+00:00,2025-07-30T11:54:55.053Z,11,2,2025-07-30
192.168.1.88,58874.0,2025-07-30 11:54:56.728000+00:00,2025-07-30T11:54:55.053Z,11,2,2025-07-30
192.168.1.88,58898.0,2025-07-30 11:54:56.728000+00:00,2025-07-30T11:54:55.052Z,11,2,2025-07-30
192.168.1.88,58890.0,2025-07-30 11:54:56.728000+00:00,2025-07-30T11:54:55.051Z,11,2,2025-07-30
192.168.1.88,58872.0,2025-07-30 11:54:56.728000+00:00,2025-07-30T11:54:55.038Z,11,2,2025-07-30
192.168.1.88,40540.0,2025-07-30 11:54:56.727000+00:00,2025-07-30T11:54:55.064Z,11,2,2025-07-30
192.168.1.88,58864.0,2025-07-30 11:54:51.706000+00:00,2025-07-30T11:54:50.063Z,11,2,2025-07-30
192.168.1.88,58866.0,2025-07-30 11:54:51.706000+00:00,2025-07-30T11:54:50.062Z,11,2,2025-07-30
192.168.1.67,58510.0,2025-07-30 11:54:51.706000+00:00,2025-07-30T11:54:50.062Z,11,2,2025-07-30
192.168.1.88,58866.0,2025-07-30 11:54:51.706000+00:00,2025-07-30T11:54:50.061Z,11,2,2025-07-30
192.168.1.67,58501.0,2025-07-30 11:54:51.706000+00:00,2025-07-30T11:54:50.060Z,11,2,2025-07-30
192.168.1.88,58832.0,2025-07-30 11:54:51.706000+00:00,2025-07-30T11:54:50.048Z,11,2,2025-07-30
192.168.1.88,58852.0,2025-07-30 11:54:51.706000+00:00,2025-07-30T11:54:50.045Z,11,2,2025-07-30
192.168.1.88,58846.0,2025-07-30 11:54:51.706000+00:00,2025-07-30T11:54:50.044Z,11,2,2025-07-30
192.168.1.67,58509.0,2025-07-30 11:54:41.689000+00:00,2025-07-30T11:54:40.078Z,11,2,2025-07-30
192.168.1.88,53862.0,2025-07-30 11:54:41.689000+00:00,2025-07-30T11:54:40.063Z,11,2,2025-07-30
192.168.1.88,53856.0,2025-07-30 11:54:41.689000+00:00,2025-07-30T11:54:40.057Z,11,2,2025-07-30
192.168.1.88,53858.0,2025-07-30 11:54:41.689000+00:00,2025-07-30T11:54:40.057Z,11,2,2025-07-30
192.168.1.88,53852.0,2025-07-30 11:54:41.689000+00:00,2025-07-30T11:54:40.046Z,11,2,2025-07-30
192.168.1.88,53852.0,2025-07-30 11:54:41.689000+00:00,2025-07-30T11:54:40.045Z,11,2,2025-07-30
192.168.1.67,58506.0,2025-07-30 11:54:41.689000+00:00,2025-07-30T11:54:40.045Z,11,2,2025-07-30
192.168.1.67,58509.0,2025-07-30 11:54:41.689000+00:00,2025-07-30T11:54:40.043Z,11,2,2025-07-30
192.168.1.88,53878.0,2025-07-30 11:54:41.688000+00:00,2025-07-30T11:54:40.087Z,11,2,2025-07-30
192.168.1.67,58501.0,2025-07-30 11:54:41.688000+00:00,2025-07-30T11:54:40.087Z,11,2,2025-07-30
192.168.1.88,53878.0,2025-07-30 11:54:41.688000+00:00,2025-07-30T11:54:40.079Z,11,2,2025-07-30
192.168.1.88,53870.0,2025-07-30 11:54:41.688000+00:00,2025-07-30T11:54:40.078Z,11,2,2025-07-30
192.168.1.12,42742.0,2025-07-30 11:54:36.694000+00:00,2025-07-30T11:54:35.056Z,11,2,2025-07-30
192.168.1.88,51188.0,2025-07-30 11:54:36.694000+00:00,2025-07-30T11:54:35.056Z,11,2,2025-07-30
192.168.1.88,51186.0,2025-07-30 11:54:36.694000+00:00,2025-07-30T11:54:35.055Z,11,2,2025-07-30
192.168.1.88,51194.0,2025-07-30 11:54:36.694000+00:00,2025-07-30T11:54:35.053Z,11,2,2025-07-30
192.168.1.88,51176.0,2025-07-30 11:54:36.694000+00:00,2025-07-30T11:54:35.036Z,11,2,2025-07-30
192.168.1.88,51162.0,2025-07-30 11:54:31.677000+00:00,2025-07-30T11:54:30.094Z,11,2,2025-07-30
192.168.1.67,58506.0,2025-07-30 11:54:31.677000+00:00,2025-07-30T11:54:30.093Z,11,2,2025-07-30
192.168.1.88,51162.0,2025-07-30 11:54:31.677000+00:00,2025-07-30T11:54:30.088Z,11,2,2025-07-30
192.168.1.88,51150.0,2025-07-30 11:54:31.677000+00:00,2025-07-30T11:54:30.087Z,11,2,2025-07-30
192.168.1.67,58505.0,2025-07-30 11:54:31.677000+00:00,2025-07-30T11:54:30.086Z,11,2,2025-07-30
192.168.1.88,51140.0,2025-07-30 11:54:31.677000+00:00,2025-07-30T11:54:30.065Z,11,2,2025-07-30
192.168.1.88,51120.0,2025-07-30 11:54:31.677000+00:00,2025-07-30T11:54:30.064Z,11,2,2025-07-30
192.168.1.94,60452.0,2025-07-30 11:54:31.677000+00:00,2025-07-30T11:54:30.063Z,11,2,2025-07-30
192.168.1.88,51136.0,2025-07-30 11:54:31.677000+00:00,2025-07-30T11:54:30.062Z,11,2,2025-07-30
192.168.1.12,45138.0,2025-07-30 11:54:26.649000+00:00,2025-07-30T11:54:25.061Z,11,2,2025-07-30
192.168.1.88,37866.0,2025-07-30 11:54:26.649000+00:00,2025-07-30T11:54:25.059Z,11,2,2025-07-30
192.168.1.88,37858.0,2025-07-30 11:54:26.649000+00:00,2025-07-30T11:54:25.059Z,11,2,2025-07-30
192.168.1.88,51116.0,2025-07-30 11:54:26.648000+00:00,2025-07-30T11:54:25.071Z,11,2,2025-07-30
192.168.1.88,51116.0,2025-07-30 11:54:26.648000+00:00,2025-07-30T11:54:25.071Z,11,2,2025-07-30
192.168.1.67,58509.0,2025-07-30 11:54:26.648000+00:00,2025-07-30T11:54:25.071Z,11,2,2025-07-30
192.168.1.67,58508.0,2025-07-30 11:54:26.648000+00:00,2025-07-30T11:54:25.070Z,11,2,2025-07-30
192.168.1.88,37880.0,2025-07-30 11:54:26.648000+00:00,2025-07-30T11:54:25.061Z,11,2,2025-07-30
192.168.1.88,37844.0,2025-07-30 11:54:21.705000+00:00,2025-07-30T11:54:20.091Z,11,2,2025-07-30
192.168.1.88,37828.0,2025-07-30 11:54:21.705000+00:00,2025-07-30T11:54:20.091Z,11,2,2025-07-30
192.168.1.67,58509.0,2025-07-30 11:54:21.705000+00:00,2025-07-30T11:54:20.090Z,11,2,2025-07-30
192.168.1.67,58506.0,2025-07-30 11:54:21.705000+00:00,2025-07-30T11:54:20.090Z,11,2,2025-07-30
192.168.1.88,37828.0,2025-07-30 11:54:21.705000+00:00,2025-07-30T11:54:20.075Z,11,2,2025-07-30
192.168.1.88,37836.0,2025-07-30 11:54:21.705000+00:00,2025-07-30T11:54:20.075Z,11,2,2025-07-30
192.168.1.88,37800.0,2025-07-30 11:54:21.705000+00:00,2025-07-30T11:54:20.073Z,11,2,2025-07-30
192.168.1.88,37816.0,2025-07-30 11:54:21.705000+00:00,2025-07-30T11:54:20.049Z,11,2,2025-07-30
192.168.1.88,37810.0,2025-07-30 11:54:21.705000+00:00,2025-07-30T11:54:20.049Z,11,2,2025-07-30
192.168.1.88,37796.0,2025-07-30 11:54:16.644000+00:00,2025-07-30T11:54:15.107Z,11,2,2025-07-30
192.168.1.88,37796.0,2025-07-30 11:54:16.644000+00:00,2025-07-30T11:54:15.106Z,11,2,2025-07-30
192.168.1.67,58503.0,2025-07-30 11:54:16.644000+00:00,2025-07-30T11:54:15.105Z,11,2,2025-07-30
192.168.1.67,58501.0,2025-07-30 11:54:16.644000+00:00,2025-07-30T11:54:15.104Z,11,2,2025-07-30
192.168.1.88,56900.0,2025-07-30 11:54:16.644000+00:00,2025-07-30T11:54:15.093Z,11,2,2025-07-30
192.168.1.88,56890.0,2025-07-30 11:54:16.644000+00:00,2025-07-30T11:54:15.071Z,11,2,2025-07-30
192.168.1.88,56882.0,2025-07-30 11:54:16.644000+00:00,2025-07-30T11:54:15.069Z,11,2,2025-07-30
192.168.1.88,56836.0,2025-07-30 11:54:11.636000+00:00,2025-07-30T11:54:10.084Z,11,2,2025-07-30
192.168.1.88,56830.0,2025-07-30 11:54:11.636000+00:00,2025-07-30T11:54:10.083Z,11,2,2025-07-30
192.168.1.88,56872.0,2025-07-30 11:54:11.635000+00:00,2025-07-30T11:54:10.093Z,11,2,2025-07-30
192.168.1.88,56868.0,2025-07-30 11:54:11.635000+00:00,2025-07-30T11:54:10.093Z,11,2,2025-07-30
192.168.1.88,56868.0,2025-07-30 11:54:11.635000+00:00,2025-07-30T11:54:10.093Z,11,2,2025-07-30
192.168.1.88,56858.0,2025-07-30 11:54:11.635000+00:00,2025-07-30T11:54:10.093Z,11,2,2025-07-30
192.168.1.67,58502.0,2025-07-30 11:54:11.635000+00:00,2025-07-30T11:54:10.092Z,11,2,2025-07-30
192.168.1.67,58510.0,2025-07-30 11:54:11.635000+00:00,2025-07-30T11:54:10.092Z,11,2,2025-07-30
192.168.1.88,56850.0,2025-07-30 11:54:11.635000+00:00,2025-07-30T11:54:10.085Z,11,2,2025-07-30
192.168.1.88,45606.0,2025-07-30 11:54:06.645000+00:00,2025-07-30T11:54:05.040Z,11,2,2025-07-30
192.168.1.88,45592.0,2025-07-30 11:54:06.645000+00:00,2025-07-30T11:54:05.038Z,11,2,2025-07-30
192.168.1.88,56818.0,2025-07-30 11:54:06.644000+00:00,2025-07-30T11:54:05.070Z,11,2,2025-07-30
192.168.1.67,58506.0,2025-07-30 11:54:06.644000+00:00,2025-07-30T11:54:05.070Z,11,2,2025-07-30
192.168.1.12,44714.0,2025-07-30 11:54:06.644000+00:00,2025-07-30T11:54:05.058Z,11,2,2025-07-30
192.168.1.88,45620.0,2025-07-30 11:54:06.644000+00:00,2025-07-30T11:54:05.057Z,11,2,2025-07-30
192.168.1.88,45590.0,2025-07-30 11:54:01.643000+00:00,2025-07-30T11:54:00.072Z,11,2,2025-07-30
192.168.1.88,45576.0,2025-07-30 11:54:01.643000+00:00,2025-07-30T11:54:00.072Z,11,2,2025-07-30
192.168.1.88,45576.0,2025-07-30 11:54:01.643000+00:00,2025-07-30T11:54:00.072Z,11,2,2025-07-30
192.168.1.88,45566.0,2025-07-30 11:54:01.643000+00:00,2025-07-30T11:54:00.072Z,11,2,2025-07-30
192.168.1.67,58504.0,2025-07-30 11:54:01.643000+00:00,2025-07-30T11:54:00.071Z,11,2,2025-07-30
192.168.1.67,58507.0,2025-07-30 11:54:01.643000+00:00,2025-07-30T11:54:00.071Z,11,2,2025-07-30
192.168.1.10,0.0,2025-07-30 11:54:01.643000+00:00,2025-07-30T11:54:00.057Z,11,2,2025-07-30
192.168.1.88,45556.0,2025-07-30 11:54:01.643000+00:00,2025-07-30T11:54:00.054Z,11,2,2025-07-30
192.168.1.88,45536.0,2025-07-30 11:54:01.643000+00:00,2025-07-30T11:54:00.053Z,11,2,2025-07-30
192.168.1.88,45542.0,2025-07-30 11:54:01.643000+00:00,2025-07-30T11:54:00.053Z,11,2,2025-07-30
192.168.1.94,60445.0,2025-07-30 11:54:01.643000+00:00,2025-07-30T11:54:00.053Z,11,2,2025-07-30
192.168.1.10,0.0,2025-07-30 11:54:01.642000+00:00,2025-07-30T11:54:00.077Z,11,2,2025-07-30
192.168.1.88,45534.0,2025-07-30 11:53:56.650000+00:00,2025-07-30T11:53:55.072Z,11,2,2025-07-30
192.168.1.88,45534.0,2025-07-30 11:53:56.650000+00:00,2025-07-30T11:53:55.071Z,11,2,2025-07-30
192.168.1.67,58502.0,2025-07-30 11:53:56.650000+00:00,2025-07-30T11:53:55.070Z,11,2,2025-07-30
192.168.1.67,58507.0,2025-07-30 11:53:56.650000+00:00,2025-07-30T11:53:55.070Z,11,2,2025-07-30
192.168.1.88,45288.0,2025-07-30 11:53:56.650000+00:00,2025-07-30T11:53:55.054Z,11,2,2025-07-30
192.168.1.12,58894.0,2025-07-30 11:53:56.650000+00:00,2025-07-30T11:53:55.054Z,11,2,2025-07-30
192.168.1.88,45280.0,2025-07-30 11:53:56.650000+00:00,2025-07-30T11:53:55.044Z,11,2,2025-07-30
192.168.1.88,45266.0,2025-07-30 11:53:56.650000+00:00,2025-07-30T11:53:55.040Z,11,2,2025-07-30
192.168.1.67,58501.0,2025-07-30 11:53:51.627000+00:00,2025-07-30T11:53:50.051Z,11,2,2025-07-30
192.168.1.88,45250.0,2025-07-30 11:53:51.627000+00:00,2025-07-30T11:53:50.050Z,11,2,2025-07-30
192.168.1.88,45238.0,2025-07-30 11:53:51.627000+00:00,2025-07-30T11:53:50.050Z,11,2,2025-07-30
192.168.1.10,0.0,2025-07-30 11:53:51.627000+00:00,2025-07-30T11:53:50.044Z,11,2,2025-07-30
192.168.1.88,45228.0,2025-07-30 11:53:51.627000+00:00,2025-07-30T11:53:50.043Z,11,2,2025-07-30
192.168.1.88,45216.0,2025-07-30 11:53:51.627000+00:00,2025-07-30T11:53:50.042Z,11,2,2025-07-30
192.168.1.88,45202.0,2025-07-30 11:53:51.627000+00:00,2025-07-30T11:53:50.042Z,11,2,2025-07-30
192.168.1.88,45260.0,2025-07-30 11:53:51.626000+00:00,2025-07-30T11:53:50.054Z,11,2,2025-07-30
192.168.1.88,45250.0,2025-07-30 11:53:51.626000+00:00,2025-07-30T11:53:50.053Z,11,2,2025-07-30
192.168.1.67,58504.0,2025-07-30 11:53:51.626000+00:00,2025-07-30T11:53:50.052Z,11,2,2025-07-30
192.168.1.88,45196.0,2025-07-30 11:53:46.650000+00:00,2025-07-30T11:53:45.096Z,11,2,2025-07-30
192.168.1.67,58510.0,2025-07-30 11:53:46.650000+00:00,2025-07-30T11:53:45.096Z,11,2,2025-07-30
192.168.1.88,45196.0,2025-07-30 11:53:46.650000+00:00,2025-07-30T11:53:45.084Z,11,2,2025-07-30
192.168.1.67,58504.0,2025-07-30 11:53:46.650000+00:00,2025-07-30T11:53:45.084Z,11,2,2025-07-30
192.168.1.88,56796.0,2025-07-30 11:53:46.650000+00:00,2025-07-30T11:53:45.072Z,11,2,2025-07-30
192.168.1.88,56784.0,2025-07-30 11:53:46.650000+00:00,2025-07-30T11:53:45.058Z,11,2,2025-07-30
192.168.1.88,56786.0,2025-07-30 11:53:46.650000+00:00,2025-07-30T11:53:45.051Z,11,2,2025-07-30
192.168.1.88,56780.0,2025-07-30 11:53:41.633000+00:00,2025-07-30T11:53:40.058Z,11,2,2025-07-30
192.168.1.67,58509.0,2025-07-30 11:53:41.633000+00:00,2025-07-30T11:53:40.057Z,11,2,2025-07-30
192.168.1.88,56766.0,2025-07-30 11:53:41.633000+00:00,2025-07-30T11:53:40.057Z,11,2,2025-07-30
192.168.1.67,58507.0,2025-07-30 11:53:41.633000+00:00,2025-07-30T11:53:40.054Z,11,2,2025-07-30
192.168.1.88,56766.0,2025-07-30 11:53:41.633000+00:00,2025-07-30T11:53:40.053Z,11,2,2025-07-30
192.168.1.88,56758.0,2025-07-30 11:53:41.633000+00:00,2025-07-30T11:53:40.052Z,11,2,2025-07-30
192.168.1.88,56752.0,2025-07-30 11:53:41.633000+00:00,2025-07-30T11:53:40.048Z,11,2,2025-07-30
192.168.1.88,56744.0,2025-07-30 11:53:41.633000+00:00,2025-07-30T11:53:40.048Z,11,2,2025-07-30
192.168.1.88,56732.0,2025-07-30 11:53:41.633000+00:00,2025-07-30T11:53:40.044Z,11,2,2025-07-30
192.168.1.88,35036.0,2025-07-30 11:53:31.576000+00:00,2025-07-30T11:53:30.099Z,11,2,2025-07-30
192.168.1.67,58510.0,2025-07-30 11:53:31.576000+00:00,2025-07-30T11:53:30.099Z,11,2,2025-07-30
192.168.1.67,58503.0,2025-07-30 11:53:31.576000+00:00,2025-07-30T11:53:30.098Z,11,2,2025-07-30
192.168.1.88,35016.0,2025-07-30 11:53:31.576000+00:00,2025-07-30T11:53:30.098Z,11,2,2025-07-30
192.168.1.88,35016.0,2025-07-30 11:53:31.576000+00:00,2025-07-30T11:53:30.098Z,11,2,2025-07-30
192.168.1.88,35026.0,2025-07-30 11:53:31.576000+00:00,2025-07-30T11:53:30.098Z,11,2,2025-07-30
192.168.1.88,35008.0,2025-07-30 11:53:31.576000+00:00,2025-07-30T11:53:30.041Z,11,2,2025-07-30
192.168.1.88,35004.0,2025-07-30 11:53:31.576000+00:00,2025-07-30T11:53:30.040Z,11,2,2025-07-30
192.168.1.88,34998.0,2025-07-30 11:53:31.576000+00:00,2025-07-30T11:53:30.040Z,11,2,2025-07-30
192.168.1.88,38754.0,2025-07-30 11:53:26.586000+00:00,2025-07-30T11:53:25.037Z,11,2,2025-07-30
192.168.1.12,40384.0,2025-07-30 11:53:26.586000+00:00,2025-07-30T11:53:25.037Z,11,2,2025-07-30
192.168.1.94,60437.0,2025-07-30 11:53:26.585000+00:00,2025-07-30T11:53:25.071Z,11,2,2025-07-30
192.168.1.88,34986.0,2025-07-30 11:53:26.585000+00:00,2025-07-30T11:53:25.070Z,11,2,2025-07-30
192.168.1.67,58508.0,2025-07-30 11:53:26.585000+00:00,2025-07-30T11:53:25.070Z,11,2,2025-07-30
192.168.1.88,34986.0,2025-07-30 11:53:26.585000+00:00,2025-07-30T11:53:25.067Z,11,2,2025-07-30
192.168.1.67,58505.0,2025-07-30 11:53:26.585000+00:00,2025-07-30T11:53:25.066Z,11,2,2025-07-30
192.168.1.88,38774.0,2025-07-30 11:53:26.585000+00:00,2025-07-30T11:53:25.051Z,11,2,2025-07-30
192.168.1.88,38770.0,2025-07-30 11:53:26.585000+00:00,2025-07-30T11:53:25.039Z,11,2,2025-07-30
192.168.1.88,38690.0,2025-07-30 11:53:16.603000+00:00,2025-07-30T11:53:15.070Z,11,2,2025-07-30
192.168.1.88,38690.0,2025-07-30 11:53:16.603000+00:00,2025-07-30T11:53:15.070Z,11,2,2025-07-30
192.168.1.67,58503.0,2025-07-30 11:53:16.603000+00:00,2025-07-30T11:53:15.070Z,11,2,2025-07-30
192.168.1.67,58501.0,2025-07-30 11:53:16.603000+00:00,2025-07-30T11:53:15.069Z,11,2,2025-07-30
192.168.1.88,43262.0,2025-07-30 11:53:16.603000+00:00,2025-07-30T11:53:15.059Z,11,2,2025-07-30
192.168.1.88,43180.0,2025-07-30 11:53:06.590000+00:00,2025-07-30T11:53:05.077Z,11,2,2025-07-30
192.168.1.67,58506.0,2025-07-30 11:53:06.590000+00:00,2025-07-30T11:53:05.077Z,11,2,2025-07-30
192.168.1.88,43180.0,2025-07-30 11:53:06.590000+00:00,2025-07-30T11:53:05.073Z,11,2,2025-07-30
192.168.1.67,58509.0,2025-07-30 11:53:06.590000+00:00,2025-07-30T11:53:05.072Z,11,2,2025-07-30
192.168.1.88,40048.0,2025-07-30 11:53:06.590000+00:00,2025-07-30T11:53:05.059Z,11,2,2025-07-30
192.168.1.88,40040.0,2025-07-30 11:53:01.628000+00:00,2025-07-30T11:53:00.095Z,11,2,2025-07-30
192.168.1.88,40046.0,2025-07-30 11:53:01.628000+00:00,2025-07-30T11:53:00.078Z,11,2,2025-07-30
192.168.1.12,46498.0,2025-07-30 11:53:01.628000+00:00,2025-07-30T11:53:00.078Z,11,2,2025-07-30
192.168.1.67,58502.0,2025-07-30 11:53:01.628000+00:00,2025-07-30T11:53:00.075Z,11,2,2025-07-30
192.168.1.88,40030.0,2025-07-30 11:53:01.628000+00:00,2025-07-30T11:53:00.075Z,11,2,2025-07-30
192.168.1.88,40022.0,2025-07-30 11:53:01.628000+00:00,2025-07-30T11:53:00.074Z,11,2,2025-07-30
192.168.1.88,40032.0,2025-07-30 11:53:01.628000+00:00,2025-07-30T11:53:00.061Z,11,2,2025-07-30
192.168.1.67,58509.0,2025-07-30 11:53:01.628000+00:00,2025-07-30T11:53:00.061Z,11,2,2025-07-30
192.168.1.88,40030.0,2025-07-30 11:53:01.628000+00:00,2025-07-30T11:53:00.060Z,11,2,2025-07-30
192.168.1.88,40008.0,2025-07-30 11:53:01.628000+00:00,2025-07-30T11:53:00.052Z,11,2,2025-07-30
192.168.1.88,40018.0,2025-07-30 11:53:01.628000+00:00,2025-07-30T11:53:00.045Z,11,2,2025-07-30
192.168.1.88,40002.0,2025-07-30 11:53:01.628000+00:00,2025-07-30T11:53:00.044Z,11,2,2025-07-30
192.168.1.88,39992.0,2025-07-30 11:52:56.569000+00:00,2025-07-30T11:52:55.060Z,11,2,2025-07-30
192.168.1.88,39992.0,2025-07-30 11:52:56.569000+00:00,2025-07-30T11:52:55.060Z,11,2,2025-07-30
192.168.1.67,58509.0,2025-07-30 11:52:56.569000+00:00,2025-07-30T11:52:55.060Z,11,2,2025-07-30
192.168.1.67,58508.0,2025-07-30 11:52:56.569000+00:00,2025-07-30T11:52:55.060Z,11,2,2025-07-30
192.168.1.94,60430.0,2025-07-30 11:52:56.569000+00:00,2025-07-30T11:52:55.048Z,11,2,2025-07-30
192.168.1.88,56170.0,2025-07-30 11:52:56.569000+00:00,2025-07-30T11:52:55.047Z,11,2,2025-07-30
192.168.1.88,56144.0,2025-07-30 11:52:51.567000+00:00,2025-07-30T11:52:50.062Z,11,2,2025-07-30
192.168.1.88,56158.0,2025-07-30 11:52:51.567000+00:00,2025-07-30T11:52:50.059Z,11,2,2025-07-30
192.168.1.12,52892.0,2025-07-30 11:52:51.567000+00:00,2025-07-30T11:52:50.059Z,11,2,2025-07-30
192.168.1.67,58506.0,2025-07-30 11:52:51.567000+00:00,2025-07-30T11:52:50.049Z,11,2,2025-07-30
192.168.1.88,56136.0,2025-07-30 11:52:51.567000+00:00,2025-07-30T11:52:50.048Z,11,2,2025-07-30
192.168.1.88,56126.0,2025-07-30 11:52:51.567000+00:00,2025-07-30T11:52:50.048Z,11,2,2025-07-30
192.168.1.67,58501.0,2025-07-30 11:52:51.567000+00:00,2025-07-30T11:52:50.047Z,11,2,2025-07-30
192.168.1.88,56126.0,2025-07-30 11:52:51.567000+00:00,2025-07-30T11:52:50.046Z,11,2,2025-07-30
192.168.1.88,56118.0,2025-07-30 11:52:51.567000+00:00,2025-07-30T11:52:50.046Z,11,2,2025-07-30
192.168.1.88,56112.0,2025-07-30 11:52:51.567000+00:00,2025-07-30T11:52:50.041Z,11,2,2025-07-30
192.168.1.88,56092.0,2025-07-30 11:52:51.567000+00:00,2025-07-30T11:52:50.041Z,11,2,2025-07-30
192.168.1.88,56102.0,2025-07-30 11:52:51.567000+00:00,2025-07-30T11:52:50.039Z,11,2,2025-07-30
192.168.1.88,56082.0,2025-07-30 11:52:46.585000+00:00,2025-07-30T11:52:45.072Z,11,2,2025-07-30
192.168.1.88,56082.0,2025-07-30 11:52:46.585000+00:00,2025-07-30T11:52:45.072Z,11,2,2025-07-30
192.168.1.67,58507.0,2025-07-30 11:52:46.585000+00:00,2025-07-30T11:52:45.071Z,11,2,2025-07-30
192.168.1.67,58503.0,2025-07-30 11:52:46.585000+00:00,2025-07-30T11:52:45.067Z,11,2,2025-07-30
192.168.1.88,46392.0,2025-07-30 11:52:46.585000+00:00,2025-07-30T11:52:45.053Z,11,2,2025-07-30
192.168.1.88,46384.0,2025-07-30 11:52:41.547000+00:00,2025-07-30T11:52:40.073Z,11,2,2025-07-30
192.168.1.88,46390.0,2025-07-30 11:52:41.547000+00:00,2025-07-30T11:52:40.070Z,11,2,2025-07-30
192.168.1.67,58502.0,2025-07-30 11:52:41.547000+00:00,2025-07-30T11:52:40.065Z,11,2,2025-07-30
192.168.1.88,46354.0,2025-07-30 11:52:41.547000+00:00,2025-07-30T11:52:40.064Z,11,2,2025-07-30
192.168.1.88,46338.0,2025-07-30 11:52:41.547000+00:00,2025-07-30T11:52:40.064Z,11,2,2025-07-30
192.168.1.67,58506.0,2025-07-30 11:52:41.547000+00:00,2025-07-30T11:52:40.062Z,11,2,2025-07-30
192.168.1.88,46370.0,2025-07-30 11:52:41.547000+00:00,2025-07-30T11:52:40.062Z,11,2,2025-07-30
192.168.1.88,46354.0,2025-07-30 11:52:41.547000+00:00,2025-07-30T11:52:40.061Z,11,2,2025-07-30
192.168.1.88,46304.0,2025-07-30 11:52:41.547000+00:00,2025-07-30T11:52:40.041Z,11,2,2025-07-30
192.168.1.88,46334.0,2025-07-30 11:52:41.547000+00:00,2025-07-30T11:52:40.040Z,11,2,2025-07-30
192.168.1.88,46320.0,2025-07-30 11:52:41.547000+00:00,2025-07-30T11:52:40.039Z,11,2,2025-07-30
192.168.1.88,46302.0,2025-07-30 11:52:36.552000+00:00,2025-07-30T11:52:35.105Z,11,2,2025-07-30
192.168.1.67,58507.0,2025-07-30 11:52:36.552000+00:00,2025-07-30T11:52:35.104Z,11,2,2025-07-30
192.168.1.88,46302.0,2025-07-30 11:52:36.552000+00:00,2025-07-30T11:52:35.103Z,11,2,2025-07-30
192.168.1.67,58510.0,2025-07-30 11:52:36.552000+00:00,2025-07-30T11:52:35.102Z,11,2,2025-07-30
192.168.1.88,58872.0,2025-07-30 11:52:36.552000+00:00,2025-07-30T11:52:35.052Z,11,2,2025-07-30
192.168.1.88,58868.0,2025-07-30 11:52:36.552000+00:00,2025-07-30T11:52:35.035Z,11,2,2025-07-30
192.168.1.88,58860.0,2025-07-30 11:52:36.552000+00:00,2025-07-30T11:52:35.035Z,11,2,2025-07-30
